Resource,Prompt,Rego intent,Difficulty,Reference output,Intent,LLM Output #0,LLM Plannable? #0,LLM Correct? #0,LLM Plan Phase Error #0,LLM OPA match phase Error #0,LLM Notes #0
"aws_s3_bucket, aws_s3_bucket_object","Create S3 bucket with bucket name = ""mybucket"". Then create a bucket object resource for a file at source location ""path/to/file"" and upload the object to the bucket.","package s3_bucket_object
import future.keywords.in

default valid := false

valid {
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""
        bucket.expressions.bucket.constant_value == ""mybucket""

        some object in input.configuration.root_module.resources
        object.type == ""aws_s3_bucket_object""
        bucket.address in object.expressions.bucket.references
        object.expressions.key
}

valid {
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""
        bucket.expressions.bucket.constant_value == ""mybucket""

        some object in input.configuration.root_module.resources
        object.type == ""aws_s3_bucket_object""
        object.expressions.bucket.constant_value == bucket.expressions.bucket.constant_value
        object.expressions.key
}",2,"resource ""aws_s3_bucket"" ""example"" {
  bucket = ""mybucket""
}
resource ""aws_s3_bucket_object"" ""object"" {
  bucket = ""your_bucket_name""
  key    = ""new_object_key""
  source = ""path/to/file""
}","Has an aws_s3_bucket resource

Has an aws_s3_object resource
with bucket = bucket id OR name
with source = ""path/to/file"""," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_s3_bucket"" ""mybucket"" {
  bucket = ""mybucket""
}

resource ""aws_s3_bucket_object"" ""file"" {
  bucket = aws_s3_bucket.mybucket.id
  key    = ""path/to/file""
  source = ""path/to/file""
}
```",True,Success,No error,No error,
"aws_s3_bucket, aws_s3_object","I have a PDF with path ""assets/test.pdf"". Make an AWS resource to store this PDF and upload it.","package aws_s3_object
import future.keywords.in

default valid := false

valid {
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""

        some object in input.configuration.root_module.resources
        object.type == ""aws_s3_object""
        object.expressions.bucket.constant_value == bucket.expressions.bucket.constant_value
        object.expressions.source.constant_value == ""assets/test.pdf""
}

valid {
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""

        some object in input.configuration.root_module.resources
        object.type == ""aws_s3_object""
        bucket.address in object.expressions.bucket.references
        object.expressions.source.constant_value == ""assets/test.pdf""
}",2,"resource ""aws_s3_bucket"" ""example"" {
  bucket = ""test-bucket""
}

resource ""aws_s3_object"" ""object"" {
  bucket = ""my-bucket""
  key    = ""new_object_key""
  source = ""assets/test.pdf""
}","Has an aws_s3_bucket resource

Has an aws_s3_object resource
with bucket = bucket id OR name
with source = ""assets/test.pdf"""," ```hcl
provider ""aws"" {
  region = ""us-west-2"" # Example region, you can change it as needed
}

resource ""aws_s3_bucket"" ""example"" {
  bucket = ""test-pdf-storage-bucket""
}

resource ""aws_s3_object"" ""test_pdf"" {
  bucket = aws_s3_bucket.example.id
  key    = ""assets/test.pdf""
  source = ""assets/test.pdf""
  acl    = ""private""
}
```",True,Success,No error,No error,
"aws_s3_bucket, aws_s3_bucket_object_lock_configuration","Create a S3 bucket with bucket name = ""mybucket"" and object lock enabled. Then, add an object lock configuration resource for the new bucket.","package s3_bucket_object_lock
import future.keywords.in

default valid := false

valid {
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""
        bucket.expressions.bucket.constant_value == ""mybucket""
        bucket.expressions.object_lock_enabled.constant_value == true

        some object_lock in input.configuration.root_module.resources
        object_lock.type == ""aws_s3_bucket_object_lock_configuration""
        bucket.address in object_lock.expressions.bucket.references
}

valid {
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""
        bucket.expressions.bucket.constant_value == ""mybucket""
        bucket.expressions.object_lock_enabled.constant_value == true

        some object_lock in input.configuration.root_module.resources
        object_lock.type == ""aws_s3_bucket_object_lock_configuration""
        object_lock.expressions.bucket.constant_value == bucket.expressions.bucket.constant_value
}",2,"resource ""aws_s3_bucket"" ""example"" {
  bucket = ""mybucket""

  object_lock_enabled = true
}

resource ""aws_s3_bucket_object_lock_configuration"" ""example"" {
  bucket = aws_s3_bucket.example.id

  rule {
    default_retention {
      mode = ""COMPLIANCE""
      days = 5
    }
  }
}","Has an aws_s3_bucket resource
with object_lock_enabled = true

Has an aws_s3_object_lock resource
with bucket = bucket id OR name
and a correct rule"," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_s3_bucket"" ""example"" {
  bucket = ""mybucket""

  object_lock_configuration {
    object_lock_enabled = ""Enabled""
  }
}
```",True,Failure,No error,"Rule violation found. OPA complete output logged here: {'result': [{'expressions': [{'value': {'s3_bucket_object_lock': {'valid': False}}, 'text': 'data', 'location': {'row': 1, 'col': 1}}]}]}",
"aws_s3_bucket, aws_s3_bucket_ownership_controls","Create a S3 bucket with bucket name = ""mybucket"". And create a bucket ownership controls resource to set object ownership to bucket owner preferred.","package s3_bucket_ownership_controls
import future.keywords.in

default valid := false

valid {
    some bucket in input.configuration.root_module.resources
    bucket.type == ""aws_s3_bucket""
    bucket.expressions.bucket.constant_value == ""mybucket""

    some ownership_controls in input.configuration.root_module.resources
    ownership_controls.type == ""aws_s3_bucket_ownership_controls""
    bucket.address in ownership_controls.expressions.bucket.references
    some rule in ownership_controls.expressions.rule
    rule.object_ownership.constant_value == ""BucketOwnerPreferred""
}

valid {
    some bucket in input.configuration.root_module.resources
    bucket.type == ""aws_s3_bucket""
    bucket.expressions.bucket.constant_value == ""mybucket""

    some ownership_controls in input.configuration.root_module.resources
    ownership_controls.type == ""aws_s3_bucket_ownership_controls""
    ownership_controls.expressions.bucket.constant_value == bucket.expressions.bucket.constant_value
    some rule in ownership_controls.expressions.rule
    rule.object_ownership.constant_value == ""BucketOwnerPreferred""
}",2,"resource ""aws_s3_bucket"" ""example"" {
  bucket = ""example""
}

resource ""aws_s3_bucket_ownership_controls"" ""example"" {
  bucket = aws_s3_bucket.example.id

  rule {
    object_ownership = ""BucketOwnerPreferred""
  }
}","Has an aws_s3_bucket resource

Has an aws_s3_bucket_ownership_controls
with bucket = bucket id OR name
and rule with object_ownership = ""BucketOwnerPreferred"""," ```hcl
provider ""aws"" {
  region = ""us-west-2"" # Example region, you can change it as needed
}

resource ""aws_s3_bucket"" ""mybucket"" {
  bucket = ""mybucket""
}

resource ""aws_s3_bucket_ownership_controls"" ""example"" {
  bucket = aws_s3_bucket.mybucket.id

  rule {
    object_ownership = ""BucketOwnerPreferred""
  }
}
```",True,Success,No error,No error,
"aws_kms_key, aws_s3_bucket, aws_s3_bucket_server_side_encryption_configuration",Create an AWS S3 bucket and apply KMS server side encryption that uses a defined KMS key resource.,"package aws_s3_bucket_sse
import future.keywords.in

default valid := false

valid { # IF THE BUCKET IS REFERRED TO BY ID
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""

        some kms_key in input.configuration.root_module.resources
        kms_key.type == ""aws_kms_key""

        some sse in input.configuration.root_module.resources
        sse.type = ""aws_s3_bucket_server_side_encryption_configuration""
        bucket.address in sse.expressions.bucket.references
        some rule in sse.expressions.rule
        some rule_args in rule.apply_server_side_encryption_by_default
        kms_key.address in rule_args.kms_master_key_id.references
    rule_args.sse_algorithm.constant_value == ""aws:kms""
}

valid { # IF THE BUCKET IS REFFERED TO BY NAME
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""

        some kms_key in input.configuration.root_module.resources
        kms_key.type == ""aws_kms_key""

        some sse in input.configuration.root_module.resources
        sse.type = ""aws_s3_bucket_server_side_encryption_configuration""
        bucket.expressions.bucket.constant_value == sse.expressions.bucket.constant_value
        some rule in sse.expressions.rule
        some rule_args in rule.apply_server_side_encryption_by_default
        kms_key.address in rule_args.kms_master_key_id.references
    rule_args.sse_algorithm.constant_value == ""aws:kms""
    
}",2,"resource ""aws_kms_key"" ""mykey"" {
  description             = ""This key is used to encrypt bucket objects""
  deletion_window_in_days = 10
}

resource ""aws_s3_bucket"" ""mybucket"" {
  bucket = ""mybucket""
}

resource ""aws_s3_bucket_server_side_encryption_configuration"" ""example"" {
  bucket = aws_s3_bucket.mybucket.id

  rule {
    apply_server_side_encryption_by_default {
      kms_master_key_id = aws_kms_key.mykey.arn
      sse_algorithm     = ""aws:kms""
    }
  }
}","Has one resource ""aws_s3_bucket""

Has one resource ""aws_kms_key""

Has one resource ""aws_s3_bucket_server_side_encryption""
with bucket = bucket id OR name
with rule
    with apply_server_side_encryption_by_default
        with kms_master_key_id = kms key id
        and sse_algorithm = ""aws:kms"""," ```hcl
provider ""aws"" {
  region = ""us-west-2"" # Example region, adjust as needed
}

resource ""aws_kms_key"" ""s3_encryption_key"" {
  description             = ""KMS Key for S3 Encryption""
  deletion_window_in_days = 7
}

resource ""aws_s3_bucket"" ""example"" {
  bucket = ""terraform-example-bucket""

  tags = {
    Name        = ""Terraform Example Bucket""
    Environment = ""dev""
  }
}

resource ""aws_s3_bucket_server_side_encryption_configuration"" ""example"" {
  bucket = aws_s3_bucket.example.bucket

  rule {
    apply_server_side_encryption_by_default {
      kms_master_key_id = aws_kms_key.s3_encryption_key.arn
      sse_algorithm     = ""aws:kms""
    }
  }
}
```",True,Success,No error,No error,
"aws_s3_bucket, aws_s3_bucket_cors_configuration",Create a S3 bucket and a bucket CORS configuration resource that attaches an example CORS rule to the bucket. Make sure the CORS rule has all of the required attributes.,"package aws_s3_bucket_cors
import future.keywords.in

default valid := false

valid { # IF THE BUCKET IS REFERRED TO BY ID
	some bucket in input.configuration.root_module.resources
    bucket.type == ""aws_s3_bucket""

	some cors_config in input.configuration.root_module.resources
    cors_config.type == ""aws_s3_bucket_cors_configuration""
    
    bucket.address in cors_config.expressions.bucket.references
}

valid { # IF THE BUCKET IS REFFERED TO BY NAME
	some bucket in input.configuration.root_module.resources
    bucket.type == ""aws_s3_bucket""

	some cors_config in input.configuration.root_module.resources
    cors_config.type == ""aws_s3_bucket_cors_configuration""
    
	cors_config.expressions.bucket.constant_value == bucket.expressions.bucket.constant_value
}",2,"resource ""aws_s3_bucket"" ""example"" {
  bucket = ""mybucket""
}

resource ""aws_s3_bucket_cors_configuration"" ""example"" {
  bucket = aws_s3_bucket.example.id

  cors_rule {
    allowed_headers = [""*""]
    allowed_methods = [""PUT"", ""POST""]
    allowed_origins = [""https://s3-website-test.hashicorp.com""]
    expose_headers  = [""ETag""]
    max_age_seconds = 3000
  }

  cors_rule {
    allowed_methods = [""GET""]
    allowed_origins = [""*""]
  }
}","Has an aws_s3_bucket

Has an aws_s3_bucket_cors_configuration"," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_s3_bucket"" ""example"" {
  bucket = ""example-bucket""
}

resource ""aws_s3_bucket_cors_configuration"" ""example"" {
  bucket = aws_s3_bucket.example.id

  cors_rule {
    allowed_methods = [""GET"", ""POST""]
    allowed_origins = [""https://example.com""]
    allowed_headers = [""*""]
    expose_headers  = [""ETag""]
    max_age_seconds = 3600
  }
}
```",True,Success,No error,No error,
"aws_s3_bucket, aws_s3_bucket_cors_configuration","Create a S3 bucket with a CORS configuration that allows POSTs and GETs from my website ""https://domain.com"".","package aws_s3_bucket_cors
import future.keywords.in

default valid := false

valid { # IF THE BUCKET IS REFERRED TO BY ID
    some bucket in input.configuration.root_module.resources
    bucket.type == ""aws_s3_bucket""

    some cors_config in input.configuration.root_module.resources
    cors_config.type == ""aws_s3_bucket_cors_configuration""
    some rule in cors_config.expressions.cors_rule
    some method1 in rule.allowed_methods.constant_value
    method1 == ""POST""
    some method2 in rule.allowed_methods.constant_value
    method2 == ""GET""
    some origin in rule.allowed_origins.constant_value
    origin == ""https://domain.com""
    
    bucket.address in cors_config.expressions.bucket.references
}

valid { # IF THE BUCKET IS REFFERED TO BY NAME
    some bucket in input.configuration.root_module.resources
    bucket.type == ""aws_s3_bucket""

    some cors_config in input.configuration.root_module.resources
    cors_config.type == ""aws_s3_bucket_cors_configuration""
    some rule in cors_config.expressions.cors_rule
    some method1 in rule.allowed_methods.constant_value
    method1 == ""POST""
    some method2 in rule.allowed_methods.constant_value
    method2 == ""GET""
    some origin in rule.allowed_origins.constant_value
    origin == ""https://domain.com""
    
    cors_config.expressions.bucket.constant_value == bucket.expressions.bucket.constant_value
}",2,"resource ""aws_s3_bucket"" ""example"" {
  bucket = ""mybucket""
}

resource ""aws_s3_bucket_cors_configuration"" ""example"" {
  bucket = aws_s3_bucket.example.id

  cors_rule {
    allowed_headers = [""*""]
    allowed_methods = [""GET"", ""POST""]
    allowed_origins = [""https://domain.com""]
  }
}","Has an aws_s3_bucket

Has an aws_s3_bucket_cors_configuration
with bucket = bucket id OR name
with cors rule {
    allowed_headers = [""*""]
    allowed_methods = [""GET"", ""POST""]
    allowed_origins = [""https://domain.com""]
  }"," ```hcl
provider ""aws"" {
  region = ""us-east-1""
}

resource ""aws_s3_bucket"" ""my_bucket"" {
  bucket = ""my-website-bucket""

  tags = {
    Name        = ""My Website Bucket""
    Environment = ""Production""
  }
}

resource ""aws_s3_bucket_cors_configuration"" ""my_cors_config"" {
  bucket = aws_s3_bucket.my_bucket.id

  cors_rule {
    allowed_headers = [""Authorization"", ""Content-Length""]
    allowed_methods = [""POST"", ""GET""]
    allowed_origins = [""https://domain.com""]
    expose_headers  = [""ETag""]
    max_age_seconds = 3600
  }
}
```",True,Success,No error,No error,
"aws_s3_bucket, aws_s3_bucket_website_configuration",Create a S3 bucket and an example website configuration resource for the S3 bucket.,"package aws_s3_bucket_website
import future.keywords.in

default valid := false

valid { # IF THE BUCKET IS REFERRED TO BY ID
    some bucket in input.configuration.root_module.resources
    bucket.type == ""aws_s3_bucket""

    some website in input.configuration.root_module.resources
    website.type == ""aws_s3_bucket_website_configuration""

    bucket.address in website.expressions.bucket.references
}

valid { # IF THE BUCKET IS REFFERED TO BY NAME
    some bucket in input.configuration.root_module.resources
    bucket.type == ""aws_s3_bucket""

    some website in input.configuration.root_module.resources
    website.type == ""aws_s3_bucket_website_configuration""

    website.expressions.bucket.constant_value == bucket.expressions.bucket.constant_value
}
",2,"resource ""aws_s3_bucket"" ""example"" {
  bucket = ""mybucket""
}

resource ""aws_s3_bucket_website_configuration"" ""example"" {
  bucket = aws_s3_bucket.example.id
}","Has an aws_s3_bucket

Has an aws_s3_bucket_website_configuration
with bucket = bucket id OR name"," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_s3_bucket"" ""example"" {
  bucket = ""example-website-bucket""

  tags = {
    Name        = ""Example Website Bucket""
    Environment = ""Dev""
  }
}

resource ""aws_s3_bucket_website_configuration"" ""example"" {
  bucket = aws_s3_bucket.example.bucket

  index_document {
    suffix = ""index.html""
  }

  error_document {
    key = ""error.html""
  }
}
```",True,Success,No error,No error,
"aws_s3_bucket, aws_s3_bucket_website_configuration","Create a S3 bucket and host a static website. The website should use ""index.html"" in my bucket as the index page.","package aws_s3_bucket_website
import future.keywords.in

default valid := false

valid { # IF THE BUCKET IS REFERRED TO BY ID
    some bucket in input.configuration.root_module.resources
    bucket.type == ""aws_s3_bucket""

    some website in input.configuration.root_module.resources
    website.type == ""aws_s3_bucket_website_configuration""
    some index in website.expressions.index_document
    index.suffix.constant_value == ""index.html""

    bucket.address in website.expressions.bucket.references
}

valid { # IF THE BUCKET IS REFFERED TO BY NAME
    some bucket in input.configuration.root_module.resources
    bucket.type == ""aws_s3_bucket""

    some website in input.configuration.root_module.resources
    website.type == ""aws_s3_bucket_website_configuration""
    some index in website.expressions.index_document
    index.suffix.constant_value == ""index.html""

    website.expressions.bucket.constant_value == bucket.expressions.bucket.constant_value
}
",2,"resource ""aws_s3_bucket"" ""example"" {
  bucket = ""mybucket""
}

resource ""aws_s3_bucket_website_configuration"" ""example"" {
  bucket = aws_s3_bucket.example.id

  index_document {
    suffix = ""index.html""
  }
}","Has an aws_s3_bucket

Has an aws_s3_bucket_website_configuration
with bucket = bucket id OR name
with index_document = { suffix = ""index.html"" }"," ```hcl
provider ""aws"" {
  region = ""us-west-2"" # Replace with your desired region
}

resource ""aws_s3_bucket"" ""example"" {
  bucket        = ""your-unique-bucket-name"" # Replace with a unique bucket name
  force_destroy = true
}

resource ""aws_s3_bucket_website_configuration"" ""example"" {
  bucket = aws_s3_bucket.example.id
  index_document {
    suffix = ""index.html""
  }
}

resource ""aws_s3_bucket_policy"" ""allow_access_from_another_account"" {
  bucket = aws_s3_bucket.example.id
  policy = data.aws_iam_policy_document.allow_access.json
}

data ""aws_iam_policy_document"" ""allow_access"" {
  statement {
    principals {
      type        = ""AWS""
      identifiers = [""*""]
    }
    actions   = [""s3:GetObject""]
    resources = [""${aws_s3_bucket.example.arn}/*""]
  }
}
```",True,Success,No error,No error,
"aws_s3_bucket, aws_s3_bucket_public_access_block",Create a S3 bucket and an example public access block resource for the S3 bucket.,"package aws_s3_bucket_public_access_block

import future.keywords.in

default valid := false

valid { # IF THE BUCKET IS REFERRED TO BY ID
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""

        some public_access in input.configuration.root_module.resources
        public_access.type == ""aws_s3_bucket_public_access_block""

        bucket.address in public_access.expressions.bucket.references
}

valid { # IF THE BUCKET IS REFFERED TO BY NAME
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""

        some public_access in input.configuration.root_module.resources
        public_access.type == ""aws_s3_bucket_public_access_block""

        public_access.expressions.bucket.constant_value == bucket.expressions.bucket.constant_value
}",2,"resource ""aws_s3_bucket"" ""example"" {
  bucket = ""mybucket""
}

resource ""aws_s3_bucket_public_access_block"" ""example"" {
  bucket = aws_s3_bucket.example.id

  block_public_acls       = true
  block_public_policy     = true
  ignore_public_acls      = true
  restrict_public_buckets = true
}","Has an aws_s3_bucket

Has an aws_s3_bucket_public_access
with bucket = bucket id OR name"," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_s3_bucket"" ""example"" {
  bucket = ""your-unique-bucket-name""

  tags = {
    Name        = ""example-s3-bucket""
    Environment = ""development""
  }
}

resource ""aws_s3_bucket_public_access_block"" ""example"" {
  bucket = aws_s3_bucket.example.id

  block_public_acls       = true
  block_public_policy     = true
  ignore_public_acls      = true
  restrict_public_buckets = true
}
```",True,Success,No error,No error,
"aws_s3_bucket, aws_s3_bucket_request_payment_configuration",Create a S3 bucket and an example payment configuration resource for the S3 bucket.,"package aws_s3_bucket_payment_config
import future.keywords.in

default valid := false

valid { # IF THE BUCKET IS REFERRED TO BY ID
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""

        some payment_config in input.configuration.root_module.resources
        payment_config.type == ""aws_s3_bucket_request_payment_configuration""

        bucket.address in payment_config.expressions.bucket.references
}

valid { # IF THE BUCKET IS REFFERED TO BY NAME
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""

        some payment_config in input.configuration.root_module.resources
        payment_config.type == ""aws_s3_bucket_request_payment_configuration""

        payment_config.expressions.bucket.constant_value == bucket.expressions.bucket.constant_value
}",2,"resource ""aws_s3_bucket"" ""example"" {
  bucket = ""mybucket""
}

resource ""aws_s3_bucket_request_payment_configuration"" ""example"" {
  bucket = aws_s3_bucket.example.id
  payer  = ""Requester""
}","Has an aws_s3_bucket

Has an aws_s3_bucket_request_payment_configuration
with bucket = bucket id OR name"," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_s3_bucket"" ""example"" {
  bucket = ""example-bucket-terraformai""

  tags = {
    Name        = ""Example Bucket""
    Environment = ""Dev""
  }
}

resource ""aws_s3_bucket_website_configuration"" ""example"" {
  bucket = aws_s3_bucket.example.id

  index_document {
    suffix = ""index.html""
  }

  error_document {
    key = ""error.html""
  }
}
```",True,Failure,No error,"Rule violation found. OPA complete output logged here: {'result': [{'expressions': [{'value': {'aws_s3_bucket_payment_config': {'valid': False}}, 'text': 'data', 'location': {'row': 1, 'col': 1}}]}]}",
"aws_s3_bucket, aws_s3_bucket_request_payment_configuration",Create a S3 bucket and an example payment configuration resource for the S3 bucket with the bucket owner paying for fees.,"package aws_s3_bucket_payment_config
import future.keywords.in

default valid := false

valid { # IF THE BUCKET IS REFERRED TO BY ID
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""

        some payment_config in input.configuration.root_module.resources
        payment_config.type == ""aws_s3_bucket_request_payment_configuration""
        payment_config.expressions.payer.constant_value == ""BucketOwner""

        bucket.address in payment_config.expressions.bucket.references
}

valid { # IF THE BUCKET IS REFFERED TO BY NAME
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""

        some payment_config in input.configuration.root_module.resources
        payment_config.type == ""aws_s3_bucket_request_payment_configuration""
        payment_config.expressions.payer.constant_value == ""BucketOwner""
        
        payment_config.expressions.bucket.constant_value == bucket.expressions.bucket.constant_value
}",2,"resource ""aws_s3_bucket"" ""example"" {
  bucket = ""mybucket""
}

resource ""aws_s3_bucket_request_payment_configuration"" ""example"" {
  bucket = aws_s3_bucket.example.id
  payer  = ""BucketOwner""
}","Has an aws_s3_bucket

Has an aws_s3_bucket_request_payment_configuration
with bucket = bucket id OR name
with payer = ""BucketOwner"""," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_s3_bucket"" ""example"" {
  bucket = ""example-bucket-tf""
}

resource ""aws_s3_bucket_ownership_controls"" ""example"" {
  bucket = aws_s3_bucket.example.id

  rule {
    object_ownership = ""BucketOwnerPreferred""
  }
}
```",True,Failure,No error,"Rule violation found. OPA complete output logged here: {'result': [{'expressions': [{'value': {'aws_s3_bucket_payment_config': {'valid': False}}, 'text': 'data', 'location': {'row': 1, 'col': 1}}]}]}",
"aws_s3_bucket, aws_s3_bucket_request_payment_configuration",Create a S3 bucket where the bucket owner pays for fees.,"package aws_s3_bucket_payment_config
import future.keywords.in

default valid := false

valid { # IF THE BUCKET IS REFERRED TO BY ID
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""

        some payment_config in input.configuration.root_module.resources
        payment_config.type == ""aws_s3_bucket_request_payment_configuration""
        payment_config.expressions.payer.constant_value == ""BucketOwner""

        bucket.address in payment_config.expressions.bucket.references
}

valid { # IF THE BUCKET IS REFFERED TO BY NAME
        some bucket in input.configuration.root_module.resources
        bucket.type == ""aws_s3_bucket""

        some payment_config in input.configuration.root_module.resources
        payment_config.type == ""aws_s3_bucket_request_payment_configuration""
        payment_config.expressions.payer.constant_value == ""BucketOwner""
        
        payment_config.expressions.bucket.constant_value == bucket.expressions.bucket.constant_value
}",2,"resource ""aws_s3_bucket"" ""example"" {
  bucket = ""mybucket""
}

resource ""aws_s3_bucket_request_payment_configuration"" ""example"" {
  bucket = aws_s3_bucket.example.id
  payer  = ""BucketOwner""
}","Has an aws_s3_bucket

Has an aws_s3_bucket_request_payment_configuration
with bucket = bucket id OR name
with payer = ""BucketOwner"""," ```hcl
provider ""aws"" {
  region = ""us-west-2"" # Example region, adjust as necessary
}

resource ""aws_s3_bucket"" ""example"" {
  bucket        = ""terraform-example-bucket""
  force_destroy = true

  tags = {
    Name        = ""TerraformExampleBucket""
    Environment = ""Dev""
  }
}

resource ""aws_s3_bucket_ownership_controls"" ""example"" {
  bucket = aws_s3_bucket.example.id

  rule {
    object_ownership = ""BucketOwnerPreferred""
  }
}
```",True,Failure,No error,"Rule violation found. OPA complete output logged here: {'result': [{'expressions': [{'value': {'aws_s3_bucket_payment_config': {'valid': False}}, 'text': 'data', 'location': {'row': 1, 'col': 1}}]}]}",
"aws_s3_bucket, aws_s3_bucket_versioning",Create a S3 bucket and an example versioning resource for the S3 bucket.,"package aws_s3_bucket_versioning
import future.keywords.in

default valid := false

valid { # IF THE BUCKET IS REFERRED TO BY ID
    some bucket in input.configuration.root_module.resources
    bucket.type == ""aws_s3_bucket""

    some versioning in input.configuration.root_module.resources
    versioning.type == ""aws_s3_bucket_versioning""

    bucket.address in versioning.expressions.bucket.references
}

valid { # IF THE BUCKET IS REFFERED TO BY NAME
    some bucket in input.configuration.root_module.resources
    bucket.type == ""aws_s3_bucket""

    some versioning in input.configuration.root_module.resources
    versioning.type == ""aws_s3_bucket_versioning""
    
    versioning.expressions.bucket.constant_value == bucket.expressions.bucket.constant_value
}",2,"resource ""aws_s3_bucket"" ""example"" {
  bucket = ""example-bucket""
}

resource ""aws_s3_bucket_versioning"" ""versioning_example"" {
  bucket = aws_s3_bucket.example.id
  versioning_configuration {
    status = ""Enabled""
  }
}","Has an aws_s3_bucket

Has an aws_s3_bucket_versioning
with bucket = bucket id OR name"," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_s3_bucket"" ""example"" {
  bucket = ""your-unique-bucket-name""

  tags = {
    Name        = ""example-s3-bucket""
    Environment = ""dev""
  }
}

resource ""aws_s3_bucket_versioning"" ""example"" {
  bucket = aws_s3_bucket.example.id
  versioning_configuration {
    status = ""Enabled""
  }
}
```",True,Success,No error,No error,
"aws_s3_bucket, aws_s3_bucket_versioning",Create a S3 bucket with versioning disabled.,"package aws_s3_bucket_versioning
import future.keywords.in

default valid := false

valid { # IF THE BUCKET IS REFERRED TO BY ID
    some bucket in input.configuration.root_module.resources
    bucket.type == ""aws_s3_bucket""

    some versioning in input.configuration.root_module.resources
    versioning.type == ""aws_s3_bucket_versioning""

    bucket.address in versioning.expressions.bucket.references
}

valid { # IF THE BUCKET IS REFFERED TO BY NAME
    some bucket in input.configuration.root_module.resources
    bucket.type == ""aws_s3_bucket""

    some versioning in input.configuration.root_module.resources
    versioning.type == ""aws_s3_bucket_versioning""
    
    versioning.expressions.bucket.constant_value == bucket.expressions.bucket.constant_value
}",2,"resource ""aws_s3_bucket"" ""example"" {
  bucket = ""example-bucket""
}

resource ""aws_s3_bucket_versioning"" ""versioning_example"" {
  bucket = aws_s3_bucket.example.id
  versioning_configuration {
    status = ""Disabled""
  }
}","Has an aws_s3_bucket

Has an aws_s3_bucket_versioning
with bucket = bucket id OR name
with versioning_configuration = { status = ""Disabled"" } "," ```hcl
provider ""aws"" {
  region = ""us-west-2""
}

resource ""aws_s3_bucket"" ""example"" {
  bucket = ""my-unique-bucket-name""
}
```",True,Failure,No error,"Rule violation found. OPA complete output logged here: {'result': [{'expressions': [{'value': {'aws_s3_bucket_versioning': {'valid': False}}, 'text': 'data', 'location': {'row': 1, 'col': 1}}]}]}",
